filename,test_number,expected_vul,expected_cwe,semgrep_found_vul,semgrep_cwes,classification
cleaned_BenchmarkTest00037.sarif,00037,True,89,True,89,TP
cleaned_BenchmarkTest00038.sarif,00038,True,89,True,89,TP
cleaned_BenchmarkTest00039.sarif,00039,True,89,True,89,TP
cleaned_BenchmarkTest00040.sarif,00040,True,22,True,22,TP
cleaned_BenchmarkTest00041.sarif,00041,True,79,False,,FN_Missed
cleaned_BenchmarkTest00042.sarif,00042,False,330,True,352,FP
cleaned_BenchmarkTest00043.sarif,00043,True,89,False,,FN_Missed
cleaned_BenchmarkTest00044.sarif,00044,True,90,True,"79, 90",TP
cleaned_BenchmarkTest00045.sarif,00045,True,22,True,22,TP
cleaned_BenchmarkTest00046.sarif,00046,True,328,True,328,TP
cleaned_BenchmarkTest00047.sarif,00047,True,79,True,79,TP
cleaned_BenchmarkTest00048.sarif,00048,True,79,True,79,TP
cleaned_BenchmarkTest00049.sarif,00049,True,79,True,79,TP
cleaned_BenchmarkTest00050.sarif,00050,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00051.sarif,00051,False,78,True,78,FP
cleaned_BenchmarkTest00052.sarif,00052,False,89,False,,TN
cleaned_BenchmarkTest00053.sarif,00053,True,327,True,"326, 352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00054.sarif,00054,False,327,True,"352, 1004",FP
cleaned_BenchmarkTest00055.sarif,00055,True,327,True,"326, 352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00056.sarif,00056,True,327,True,"326, 352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00057.sarif,00057,True,327,True,"326, 352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00058.sarif,00058,False,327,True,"352, 1004",FP
cleaned_BenchmarkTest00059.sarif,00059,False,327,True,"352, 1004",FP
cleaned_BenchmarkTest00060.sarif,00060,True,22,True,"22, 352, 1004",TP
cleaned_BenchmarkTest00061.sarif,00061,True,22,True,"22, 352, 1004",TP
cleaned_BenchmarkTest00062.sarif,00062,True,22,True,"22, 352, 1004",TP
cleaned_BenchmarkTest00063.sarif,00063,False,22,True,"22, 352, 1004",FP
cleaned_BenchmarkTest00064.sarif,00064,False,22,True,"22, 352, 1004",FP
cleaned_BenchmarkTest00065.sarif,00065,True,22,True,"352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00066.sarif,00066,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00067.sarif,00067,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00068.sarif,00068,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00069.sarif,00069,False,328,True,"352, 1004",FP
cleaned_BenchmarkTest00070.sarif,00070,True,328,True,"328, 352, 1004",TP
cleaned_BenchmarkTest00071.sarif,00071,True,328,True,"328, 352, 1004",TP
cleaned_BenchmarkTest00072.sarif,00072,False,328,True,"352, 1004",FP
cleaned_BenchmarkTest00073.sarif,00073,True,328,True,"328, 352, 1004",TP
cleaned_BenchmarkTest00074.sarif,00074,True,328,True,"352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00075.sarif,00075,False,328,True,"352, 1004",FP
cleaned_BenchmarkTest00076.sarif,00076,False,328,True,"352, 1004",FP
cleaned_BenchmarkTest00077.sarif,00077,True,78,True,"78, 352, 1004",TP
cleaned_BenchmarkTest00078.sarif,00078,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00079.sarif,00079,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00080.sarif,00080,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00081.sarif,00081,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00082.sarif,00082,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00083.sarif,00083,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00084.sarif,00084,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00085.sarif,00085,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00086.sarif,00086,True,330,True,"330, 352, 1004",TP
cleaned_BenchmarkTest00087.sarif,00087,True,614,True,"352, 614, 1004",TP
cleaned_BenchmarkTest00088.sarif,00088,False,614,True,"352, 1004",FP
cleaned_BenchmarkTest00089.sarif,00089,False,614,True,"352, 1004",FP
cleaned_BenchmarkTest00090.sarif,00090,False,78,True,"78, 352, 1004",FP
cleaned_BenchmarkTest00091.sarif,00091,True,78,True,"78, 352, 1004",TP
cleaned_BenchmarkTest00092.sarif,00092,True,78,True,"78, 352, 1004",TP
cleaned_BenchmarkTest00093.sarif,00093,False,78,True,"78, 352, 1004",FP
cleaned_BenchmarkTest00094.sarif,00094,False,330,True,"352, 1004",FP
cleaned_BenchmarkTest00095.sarif,00095,False,330,True,"352, 1004",FP
cleaned_BenchmarkTest00096.sarif,00096,False,330,True,"352, 1004",FP
cleaned_BenchmarkTest00097.sarif,00097,False,501,True,"79, 352, 501, 1004",FP
cleaned_BenchmarkTest00098.sarif,00098,True,501,True,"352, 501, 1004",TP
cleaned_BenchmarkTest00099.sarif,00099,False,501,True,"352, 501, 1004",FP
cleaned_BenchmarkTest00100.sarif,00100,True,89,True,"352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00101.sarif,00101,True,89,True,"352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00102.sarif,00102,True,89,True,"89, 352, 1004",TP
cleaned_BenchmarkTest00103.sarif,00103,True,89,True,"89, 352, 1004",TP
cleaned_BenchmarkTest00104.sarif,00104,False,89,True,"89, 352, 1004",FP
cleaned_BenchmarkTest00105.sarif,00105,False,89,True,"89, 352, 1004",FP
cleaned_BenchmarkTest00106.sarif,00106,True,89,True,"352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00107.sarif,00107,False,89,True,"352, 1004",FP
cleaned_BenchmarkTest00108.sarif,00108,True,89,True,"89, 352, 1004",TP
cleaned_BenchmarkTest00109.sarif,00109,True,89,True,"89, 352, 1004",TP
cleaned_BenchmarkTest00110.sarif,00110,False,89,True,"352, 1004",FP
cleaned_BenchmarkTest00111.sarif,00111,True,89,True,"352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00112.sarif,00112,True,89,True,"89, 352, 1004",TP
cleaned_BenchmarkTest00113.sarif,00113,False,89,True,"352, 1004",FP
cleaned_BenchmarkTest00114.sarif,00114,False,89,True,"89, 352, 1004",FP
cleaned_BenchmarkTest00115.sarif,00115,True,89,True,"352, 1004",FN_WrongCWE
cleaned_BenchmarkTest00116.sarif,00116,False,643,True,"352, 643, 1004",FP
cleaned_BenchmarkTest00117.sarif,00117,False,643,True,"79, 352, 643, 1004",FP
cleaned_BenchmarkTest00118.sarif,00118,False,643,True,"79, 352, 643, 1004",FP
cleaned_BenchmarkTest00119.sarif,00119,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00120.sarif,00120,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00121.sarif,00121,False,327,False,,TN
cleaned_BenchmarkTest00122.sarif,00122,False,327,False,,TN
cleaned_BenchmarkTest00123.sarif,00123,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00124.sarif,00124,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00125.sarif,00125,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00126.sarif,00126,False,327,False,,TN
cleaned_BenchmarkTest00127.sarif,00127,False,327,False,,TN
cleaned_BenchmarkTest00128.sarif,00128,False,327,False,,TN
cleaned_BenchmarkTest00129.sarif,00129,False,327,False,,TN
cleaned_BenchmarkTest00130.sarif,00130,False,327,False,,TN
cleaned_BenchmarkTest00131.sarif,00131,False,22,True,22,FP
cleaned_BenchmarkTest00132.sarif,00132,False,22,True,22,FP
cleaned_BenchmarkTest00133.sarif,00133,True,22,True,22,TP
cleaned_BenchmarkTest00134.sarif,00134,False,22,True,22,FP
cleaned_BenchmarkTest00135.sarif,00135,False,22,True,22,FP
cleaned_BenchmarkTest00136.sarif,00136,False,22,True,22,FP
cleaned_BenchmarkTest00137.sarif,00137,False,22,False,,TN
cleaned_BenchmarkTest00138.sarif,00138,False,90,True,"79, 90",FP
cleaned_BenchmarkTest00139.sarif,00139,False,90,False,,TN
cleaned_BenchmarkTest00140.sarif,00140,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00141.sarif,00141,True,328,True,328,TP
cleaned_BenchmarkTest00142.sarif,00142,False,328,False,,TN
cleaned_BenchmarkTest00143.sarif,00143,True,328,False,,FN_Missed
cleaned_BenchmarkTest00144.sarif,00144,True,79,False,,FN_Missed
cleaned_BenchmarkTest00145.sarif,00145,True,79,False,,FN_Missed
cleaned_BenchmarkTest00146.sarif,00146,True,79,True,79,TP
cleaned_BenchmarkTest00147.sarif,00147,False,79,False,,TN
cleaned_BenchmarkTest00148.sarif,00148,True,79,True,79,TP
cleaned_BenchmarkTest00149.sarif,00149,True,79,True,79,TP
cleaned_BenchmarkTest00150.sarif,00150,True,79,True,79,TP
cleaned_BenchmarkTest00151.sarif,00151,False,79,False,,TN
cleaned_BenchmarkTest00152.sarif,00152,True,79,True,79,TP
cleaned_BenchmarkTest00153.sarif,00153,True,79,False,,FN_Missed
cleaned_BenchmarkTest00154.sarif,00154,True,79,True,79,TP
cleaned_BenchmarkTest00155.sarif,00155,True,79,True,79,TP
cleaned_BenchmarkTest00156.sarif,00156,True,79,True,79,TP
cleaned_BenchmarkTest00157.sarif,00157,True,79,True,79,TP
cleaned_BenchmarkTest00158.sarif,00158,False,78,True,78,FP
cleaned_BenchmarkTest00159.sarif,00159,True,78,True,78,TP
cleaned_BenchmarkTest00160.sarif,00160,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00161.sarif,00161,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00162.sarif,00162,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00163.sarif,00163,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00164.sarif,00164,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00165.sarif,00165,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00166.sarif,00166,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00167.sarif,00167,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00168.sarif,00168,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00169.sarif,00169,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00170.sarif,00170,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00171.sarif,00171,False,78,True,78,FP
cleaned_BenchmarkTest00172.sarif,00172,True,78,False,,FN_Missed
cleaned_BenchmarkTest00173.sarif,00173,True,78,False,,FN_Missed
cleaned_BenchmarkTest00174.sarif,00174,True,78,True,78,TP
cleaned_BenchmarkTest00175.sarif,00175,False,78,False,,TN
cleaned_BenchmarkTest00176.sarif,00176,True,78,True,78,TP
cleaned_BenchmarkTest00177.sarif,00177,False,78,True,78,FP
cleaned_BenchmarkTest00178.sarif,00178,False,330,True,352,FP
cleaned_BenchmarkTest00179.sarif,00179,False,330,True,352,FP
cleaned_BenchmarkTest00180.sarif,00180,False,330,True,352,FP
cleaned_BenchmarkTest00181.sarif,00181,False,330,True,352,FP
cleaned_BenchmarkTest00182.sarif,00182,False,330,True,352,FP
cleaned_BenchmarkTest00183.sarif,00183,False,330,True,352,FP
cleaned_BenchmarkTest00184.sarif,00184,False,330,True,352,FP
cleaned_BenchmarkTest00185.sarif,00185,False,330,True,352,FP
cleaned_BenchmarkTest00186.sarif,00186,False,330,True,352,FP
cleaned_BenchmarkTest00187.sarif,00187,False,330,True,352,FP
cleaned_BenchmarkTest00188.sarif,00188,False,330,True,352,FP
cleaned_BenchmarkTest00189.sarif,00189,False,501,False,,TN
cleaned_BenchmarkTest00190.sarif,00190,False,89,False,,TN
cleaned_BenchmarkTest00191.sarif,00191,False,89,True,89,FP
cleaned_BenchmarkTest00192.sarif,00192,True,89,True,89,TP
cleaned_BenchmarkTest00193.sarif,00193,True,89,True,89,TP
cleaned_BenchmarkTest00194.sarif,00194,True,89,True,89,TP
cleaned_BenchmarkTest00195.sarif,00195,True,89,True,89,TP
cleaned_BenchmarkTest00196.sarif,00196,True,89,True,89,TP
cleaned_BenchmarkTest00197.sarif,00197,False,89,False,,TN
cleaned_BenchmarkTest00198.sarif,00198,True,89,True,"79, 89",TP
cleaned_BenchmarkTest00199.sarif,00199,True,89,True,"79, 89",TP
cleaned_BenchmarkTest00200.sarif,00200,False,89,False,,TN
cleaned_BenchmarkTest00201.sarif,00201,False,89,False,,TN
cleaned_BenchmarkTest00202.sarif,00202,False,89,False,,TN
cleaned_BenchmarkTest00203.sarif,00203,True,89,True,89,TP
cleaned_BenchmarkTest00204.sarif,00204,True,89,True,89,TP
cleaned_BenchmarkTest00205.sarif,00205,False,89,False,,TN
cleaned_BenchmarkTest00206.sarif,00206,False,89,False,,TN
cleaned_BenchmarkTest00207.sarif,00207,True,643,True,"79, 643",TP
cleaned_BenchmarkTest00208.sarif,00208,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00209.sarif,00209,False,327,False,,TN
cleaned_BenchmarkTest00210.sarif,00210,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00211.sarif,00211,False,327,False,,TN
cleaned_BenchmarkTest00212.sarif,00212,False,327,False,,TN
cleaned_BenchmarkTest00213.sarif,00213,False,327,False,,TN
cleaned_BenchmarkTest00214.sarif,00214,False,327,False,,TN
cleaned_BenchmarkTest00215.sarif,00215,True,22,True,22,TP
cleaned_BenchmarkTest00216.sarif,00216,True,22,True,22,TP
cleaned_BenchmarkTest00217.sarif,00217,False,22,False,,TN
cleaned_BenchmarkTest00218.sarif,00218,True,22,True,22,TP
cleaned_BenchmarkTest00219.sarif,00219,True,22,True,22,TP
cleaned_BenchmarkTest00220.sarif,00220,False,22,False,,TN
cleaned_BenchmarkTest00221.sarif,00221,False,22,True,22,FP
cleaned_BenchmarkTest00222.sarif,00222,True,22,True,22,TP
cleaned_BenchmarkTest00223.sarif,00223,True,328,True,328,TP
cleaned_BenchmarkTest00224.sarif,00224,False,328,False,,TN
cleaned_BenchmarkTest00225.sarif,00225,False,328,False,,TN
cleaned_BenchmarkTest00226.sarif,00226,True,328,False,,FN_Missed
cleaned_BenchmarkTest00227.sarif,00227,True,328,False,,FN_Missed
cleaned_BenchmarkTest00228.sarif,00228,False,328,False,,TN
cleaned_BenchmarkTest00229.sarif,00229,False,328,False,,TN
cleaned_BenchmarkTest00230.sarif,00230,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00231.sarif,00231,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00232.sarif,00232,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00233.sarif,00233,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00234.sarif,00234,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00235.sarif,00235,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00236.sarif,00236,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00237.sarif,00237,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00238.sarif,00238,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00239.sarif,00239,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00240.sarif,00240,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00241.sarif,00241,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00242.sarif,00242,False,614,True,352,FP
cleaned_BenchmarkTest00243.sarif,00243,False,330,True,352,FP
cleaned_BenchmarkTest00244.sarif,00244,False,330,True,352,FP
cleaned_BenchmarkTest00245.sarif,00245,False,330,True,352,FP
cleaned_BenchmarkTest00246.sarif,00246,False,330,True,352,FP
cleaned_BenchmarkTest00247.sarif,00247,False,330,True,352,FP
cleaned_BenchmarkTest00248.sarif,00248,False,330,True,352,FP
cleaned_BenchmarkTest00249.sarif,00249,False,330,True,352,FP
cleaned_BenchmarkTest00250.sarif,00250,False,501,True,"79, 501",FP
cleaned_BenchmarkTest00251.sarif,00251,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00252.sarif,00252,False,501,True,501,FP
cleaned_BenchmarkTest00253.sarif,00253,False,501,True,"79, 501",FP
cleaned_BenchmarkTest00254.sarif,00254,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00255.sarif,00255,False,327,False,,TN
cleaned_BenchmarkTest00256.sarif,00256,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00257.sarif,00257,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00258.sarif,00258,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00259.sarif,00259,False,327,False,,TN
cleaned_BenchmarkTest00260.sarif,00260,False,327,False,,TN
cleaned_BenchmarkTest00261.sarif,00261,False,22,False,,TN
cleaned_BenchmarkTest00262.sarif,00262,True,22,True,22,TP
cleaned_BenchmarkTest00263.sarif,00263,False,22,True,22,FP
cleaned_BenchmarkTest00264.sarif,00264,True,22,True,22,TP
cleaned_BenchmarkTest00265.sarif,00265,False,22,True,22,FP
cleaned_BenchmarkTest00266.sarif,00266,True,328,True,328,TP
cleaned_BenchmarkTest00267.sarif,00267,True,328,True,328,TP
cleaned_BenchmarkTest00268.sarif,00268,True,328,True,328,TP
cleaned_BenchmarkTest00269.sarif,00269,True,328,True,328,TP
cleaned_BenchmarkTest00270.sarif,00270,False,328,False,,TN
cleaned_BenchmarkTest00271.sarif,00271,False,328,False,,TN
cleaned_BenchmarkTest00272.sarif,00272,True,328,True,328,TP
cleaned_BenchmarkTest00273.sarif,00273,True,328,False,,FN_Missed
cleaned_BenchmarkTest00274.sarif,00274,True,328,False,,FN_Missed
cleaned_BenchmarkTest00275.sarif,00275,False,79,False,,TN
cleaned_BenchmarkTest00276.sarif,00276,True,79,True,79,TP
cleaned_BenchmarkTest00277.sarif,00277,False,79,False,,TN
cleaned_BenchmarkTest00278.sarif,00278,False,79,False,,TN
cleaned_BenchmarkTest00279.sarif,00279,True,79,False,,FN_Missed
cleaned_BenchmarkTest00280.sarif,00280,True,79,True,79,TP
cleaned_BenchmarkTest00281.sarif,00281,False,79,True,79,FP
cleaned_BenchmarkTest00282.sarif,00282,False,79,False,,TN
cleaned_BenchmarkTest00283.sarif,00283,False,79,False,,TN
cleaned_BenchmarkTest00284.sarif,00284,True,79,True,79,TP
cleaned_BenchmarkTest00285.sarif,00285,False,79,False,,TN
cleaned_BenchmarkTest00286.sarif,00286,False,79,True,79,FP
cleaned_BenchmarkTest00287.sarif,00287,True,79,True,79,TP
cleaned_BenchmarkTest00288.sarif,00288,False,79,True,79,FP
cleaned_BenchmarkTest00289.sarif,00289,False,79,True,79,FP
cleaned_BenchmarkTest00290.sarif,00290,True,79,True,79,TP
cleaned_BenchmarkTest00291.sarif,00291,True,79,True,79,TP
cleaned_BenchmarkTest00292.sarif,00292,True,79,True,79,TP
cleaned_BenchmarkTest00293.sarif,00293,True,78,True,78,TP
cleaned_BenchmarkTest00294.sarif,00294,True,78,True,78,TP
cleaned_BenchmarkTest00295.sarif,00295,True,78,True,78,TP
cleaned_BenchmarkTest00296.sarif,00296,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00297.sarif,00297,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00298.sarif,00298,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00299.sarif,00299,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00300.sarif,00300,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00301.sarif,00301,True,79,True,79,TP
cleaned_BenchmarkTest00302.sarif,00302,True,78,True,78,TP
cleaned_BenchmarkTest00303.sarif,00303,True,78,True,78,TP
cleaned_BenchmarkTest00304.sarif,00304,True,78,True,78,TP
cleaned_BenchmarkTest00305.sarif,00305,False,78,False,,TN
cleaned_BenchmarkTest00306.sarif,00306,True,78,True,78,TP
cleaned_BenchmarkTest00307.sarif,00307,False,78,True,78,FP
cleaned_BenchmarkTest00308.sarif,00308,False,78,True,78,FP
cleaned_BenchmarkTest00309.sarif,00309,False,78,False,,TN
cleaned_BenchmarkTest00310.sarif,00310,False,78,True,78,FP
cleaned_BenchmarkTest00311.sarif,00311,True,78,True,78,TP
cleaned_BenchmarkTest00312.sarif,00312,False,330,True,352,FP
cleaned_BenchmarkTest00313.sarif,00313,False,330,True,352,FP
cleaned_BenchmarkTest00314.sarif,00314,False,330,True,352,FP
cleaned_BenchmarkTest00315.sarif,00315,False,330,True,352,FP
cleaned_BenchmarkTest00316.sarif,00316,False,330,True,352,FP
cleaned_BenchmarkTest00317.sarif,00317,False,330,True,352,FP
cleaned_BenchmarkTest00318.sarif,00318,False,330,True,352,FP
cleaned_BenchmarkTest00319.sarif,00319,False,330,True,352,FP
cleaned_BenchmarkTest00320.sarif,00320,False,330,True,352,FP
cleaned_BenchmarkTest00321.sarif,00321,True,501,True,501,TP
cleaned_BenchmarkTest00322.sarif,00322,False,501,True,501,FP
cleaned_BenchmarkTest00323.sarif,00323,False,501,True,"79, 501",FP
cleaned_BenchmarkTest00324.sarif,00324,True,501,True,501,TP
cleaned_BenchmarkTest00325.sarif,00325,True,501,True,501,TP
cleaned_BenchmarkTest00326.sarif,00326,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00327.sarif,00327,True,501,True,"79, 501",TP
cleaned_BenchmarkTest00328.sarif,00328,True,89,True,89,TP
cleaned_BenchmarkTest00329.sarif,00329,False,89,True,89,FP
cleaned_BenchmarkTest00330.sarif,00330,False,89,False,,TN
cleaned_BenchmarkTest00331.sarif,00331,False,89,False,,TN
cleaned_BenchmarkTest00332.sarif,00332,False,89,False,,TN
cleaned_BenchmarkTest00333.sarif,00333,False,89,True,89,FP
cleaned_BenchmarkTest00334.sarif,00334,False,89,False,,TN
cleaned_BenchmarkTest00335.sarif,00335,True,89,True,89,TP
cleaned_BenchmarkTest00336.sarif,00336,False,89,True,"79, 89",FP
cleaned_BenchmarkTest00337.sarif,00337,True,89,False,,FN_Missed
cleaned_BenchmarkTest00338.sarif,00338,False,89,True,89,FP
cleaned_BenchmarkTest00339.sarif,00339,True,89,True,89,TP
cleaned_BenchmarkTest00340.sarif,00340,False,89,True,89,FP
cleaned_BenchmarkTest00341.sarif,00341,True,89,True,89,TP
cleaned_BenchmarkTest00342.sarif,00342,True,89,False,,FN_Missed
cleaned_BenchmarkTest00343.sarif,00343,False,89,True,89,FP
cleaned_BenchmarkTest00344.sarif,00344,False,89,True,89,FP
cleaned_BenchmarkTest00345.sarif,00345,False,327,False,,TN
cleaned_BenchmarkTest00346.sarif,00346,True,328,True,328,TP
cleaned_BenchmarkTest00347.sarif,00347,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00348.sarif,00348,True,614,True,"352, 614",TP
cleaned_BenchmarkTest00349.sarif,00349,False,330,True,352,FP
cleaned_BenchmarkTest00350.sarif,00350,False,327,False,,TN
cleaned_BenchmarkTest00351.sarif,00351,False,327,False,,TN
cleaned_BenchmarkTest00352.sarif,00352,False,327,False,,TN
cleaned_BenchmarkTest00353.sarif,00353,False,327,False,,TN
cleaned_BenchmarkTest00354.sarif,00354,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00355.sarif,00355,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00356.sarif,00356,True,327,True,326,FN_WrongCWE
cleaned_BenchmarkTest00357.sarif,00357,False,327,False,,TN
cleaned_BenchmarkTest00358.sarif,00358,False,327,False,,TN
cleaned_BenchmarkTest00359.sarif,00359,True,22,True,22,TP
cleaned_BenchmarkTest00360.sarif,00360,True,22,True,22,TP
cleaned_BenchmarkTest00361.sarif,00361,False,22,True,22,FP
cleaned_BenchmarkTest00362.sarif,00362,True,22,True,22,TP
cleaned_BenchmarkTest00363.sarif,00363,True,22,True,22,TP
cleaned_BenchmarkTest00364.sarif,00364,False,22,True,22,FP
cleaned_BenchmarkTest00365.sarif,00365,False,22,False,,TN
cleaned_BenchmarkTest00366.sarif,00366,False,22,False,,TN
cleaned_BenchmarkTest00367.sarif,00367,False,90,False,,TN
cleaned_BenchmarkTest00368.sarif,00368,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00369.sarif,00369,True,330,True,"330, 352",TP
cleaned_BenchmarkTest00370.sarif,00370,False,328,False,,TN
cleaned_BenchmarkTest00371.sarif,00371,True,328,True,328,TP
cleaned_BenchmarkTest00372.sarif,00372,True,328,True,328,TP
cleaned_BenchmarkTest00373.sarif,00373,False,328,False,,TN
cleaned_BenchmarkTest00374.sarif,00374,True,328,False,,FN_Missed
cleaned_BenchmarkTest00375.sarif,00375,True,79,True,79,TP
cleaned_BenchmarkTest00376.sarif,00376,True,79,True,79,TP
cleaned_BenchmarkTest00377.sarif,00377,False,79,False,,TN
cleaned_BenchmarkTest00378.sarif,00378,True,79,True,79,TP
cleaned_BenchmarkTest00379.sarif,00379,False,79,False,,TN
cleaned_BenchmarkTest00380.sarif,00380,True,79,True,79,TP
cleaned_BenchmarkTest00381.sarif,00381,False,79,False,,TN
cleaned_BenchmarkTest00382.sarif,00382,True,79,False,,FN_Missed
